代码,基金,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日,,,,,,手续费,,
860028,光大阳光对冲6个月混合B,GDYGDC6GYHHB,2021-12-03,1.0445,1.0445,0.15,0.11,0.72,-1.81,-1.30,-0.19,,,-1.17,4.45,2020-03-25,1,-2.0953,1.00%,0.10%,1,0.10%,1,
860022,光大阳光3个月持有(FOF)A,GDYG3GYCYFOFA,2021-12-01,2.4139,2.4539,-0.14,-0.39,1.55,1.68,,,,,,1.22,2021-07-22,1,-0.930857,1.50%,1.50%,99,1.50%,99,
860012,光大阳光稳债收益12个月持有债券A,GDYGWZSY12GYCYZQA,2021-12-03,1.0375,1.6769,-0.15,-0.14,-0.12,0.40,1.17,3.47,,,3.12,3.75,2020-08-17,1,3.0436,0.60%,0.06%,1,0.06%,1,
860009,光大阳光稳健增长混合A,GDYGWJZZHHA,2021-12-03,3.0221,3.0921,0.18,0.33,0.89,0.10,2.09,,,,,2.14,2021-03-04,1,0.98692,0.80%,0.80%,99,0.80%,99,
860005,光大阳光添利债券A,GDYGTLZQA,2021-12-03,2.5060,2.6660,0.10,0.02,1.46,-1.15,2.68,7.22,15,,6.55,14.52,2019-11-26,1,8.2667,0.80%,0.08%,1,0.08%,1,
855001,海通海升六个月持有债券C,HTHSLGYCYZQC,2021-12-03,1.1403,1.5273,0.12,0.34,0.91,0.86,2.89,,,,,2.83,2021-01-14,1,1.325638,,0.00%,,,,
851880,海通鑫逸债券C,HTXYZQC,2021-12-03,1.0614,1.6158,0.20,0.66,1.55,,,,,,,2.28,2021-09-07,1,0.298738,,0.00%,,,,
851860,海通鑫逸债券A,HTXYZQA,2021-12-03,1.0621,1.6165,0.20,0.67,1.59,,,,,,,2.35,2021-09-07,1,0.318011,0.80%,0.08%,1,0.08%,1,
851836,海通安裕中短债C,HTAYZDZC,2021-12-03,1.0441,1.6274,0,0.04,0.25,,,,,,,0.52,2021-09-30,1,0.096274,,0.00%,,,,
851830,海通安裕中短债A,HTAYZDZA,2021-12-03,1.0446,1.6279,0.01,0.05,0.29,,,,,,,0.57,2021-09-30,1,0.096274,0.30%,0.03%,1,0.03%,1,
850699,海通红利优选一年持有混合C,HTHLYXYNCYHHC,2021-12-03,0.8874,0.8874,0.05,-0.80,0.94,5.08,,,,,,2.47,2021-07-27,1,1.454965,,0.00%,,,,
850688,海通红利优选一年持有混合A,HTHLYXYNCYHHA,2021-12-03,0.8885,0.8885,0.05,-0.79,0.98,5.20,,,,,,2.60,2021-07-27,1,1.512702,1.50%,0.15%,1,0.15%,1,
850599,海通核心优势一年持有混合C,HTHXYSYNCYHHC,2021-12-03,0.9878,1.3970,0.47,-0.30,0.18,-1.36,-19,-12.42,,,-17.01,-1.22,2020-04-08,1,-10.4749,,0.00%,,,,
850588,海通核心优势一年持有混合A,HTHXYSYNCYHHA,2021-12-03,0.9956,1.4078,0.47,-0.29,0.23,-1.22,-18.79,-11.97,,,-16.62,-0.44,2020-04-08,1,-10.0232,1.50%,0.15%,1,0.15%,1,
850099,海通量化价值精选一年持有混合C,HTLHJZJXYNCYHHC,2021-12-03,1.2140,1.2140,0.81,0.66,2.41,0.85,-0.03,,,,,-3.37,2021-02-24,1,-3.191913,,0.00%,,,,
850088,海通量化价值精选一年持有混合A,HTLHJZJXYNCYHHA,2021-12-03,1.2179,1.2179,0.81,0.68,2.47,0.98,0.22,,,,,-3.06,2021-02-24,1,-2.945156,1.20%,0.12%,1,0.12%,1,
850003,海通海升六个月持有债券A,HTHSLGYCYZQA,2021-12-03,1.1432,1.5302,0.12,0.35,0.94,0.94,3.05,,,,,3.09,2021-01-14,1,1.533051,0.30%,0.03%,1,0.03%,1,
770001,德邦优化混合,DBYHHH,2021-12-03,1.8723,2.8123,0.55,0.51,0.56,2.81,10.71,29.14,90.50,138.12,22.34,261.04,2012-09-25,1,29.6768,1.50%,0.15%,1,0.15%,1,135.54
762001,国金国鑫发起A,GJGXFQA,2021-12-03,1.9071,3.4338,0.61,-0.85,1.66,5.22,0.75,9.68,55.04,98.41,2.90,399.81,2012-08-28,1,4.6855,1.50%,0.15%,1,0.15%,1,63.06
750005,安信平稳增长混合发起A,AXPWZZHHFQA,2021-12-03,1.4080,1.8880,0.92,1.22,3.11,1.48,-2.28,1.35,10.28,19.95,1.73,101.52,2012-12-18,1,2.6131,1.50%,0.15%,1,0.15%,1,28.35
750003,安信目标收益债券C,AXMBSYZQC,2021-12-03,1.2040,1.5720,0,0.17,1.18,1.43,3.88,11.07,14.67,20.65,10.66,69.20,2012-09-25,1,9.6030,0.00%,0.00%,,0.00%,0,29.02
750002,安信目标收益债券A,AXMBSYZQA,2021-12-03,1.2260,1.6230,0.08,0.25,1.32,1.66,4.16,11.56,15.66,22.19,11.15,76.10,2012-09-25,1,10.0274,0.80%,0.08%,1,0.08%,1,31.76
750001,安信灵活配置混合,AXLHPZHH,2021-12-03,2.7920,3.3820,0.69,0.54,1.38,-2.89,1.68,20.34,114.44,206.14,17.26,350.07,2012-06-20,1,34.9161,1.50%,0.15%,1,0.15%,1,161.91
740101,长安沪深300非周期,CAHS300FZQ,2021-12-03,1.6350,2.1390,0.99,0.62,1.81,3.88,-5.38,1.62,49.04,83.30,-4.50,150.96,2012-06-25,1,5.6995,1.50%,0.15%,1,0.15%,1,64.11
740001,长安宏观策略混合,CAHGCLHH,2021-12-03,1.6190,2.4390,0.31,2.21,11.81,4.79,17.83,25.21,49.91,52.02,13.53,164.97,2012-03-09,1,10.3257,1.50%,0.15%,1,0.15%,1,19.22
730002,方正富邦红利精选混合A,FZFBHLJXHHA,2021-12-03,2.0481,2.3181,1.57,1.09,3.95,7.08,-0.38,14.51,88.59,93.03,8.72,159.62,2012-11-20,1,26.4966,1.50%,0.15%,1,0.15%,1,99.24
730001,方正富邦创新动力混合A,FZFBCXDLHHA,2021-12-03,1.1227,1.8727,0.67,1.31,1.06,-5.31,-15.68,-26.78,-6.66,14.10,-27.61,73.87,2011-12-26,1,-29.7981,1.50%,0.15%,1,0.15%,1,-11.39
720003,财通收益增强债券A,CTSYZQZQA,2021-12-03,1.4266,1.7756,0.41,1,1.83,-5.82,16.25,28.79,48.75,52.32,17.39,88.18,2012-12-20,1,25.8147,0.80%,0.08%,1,0.08%,1,48.99
720002,财通可转债债券A,CTKZZZQA,2021-12-03,1.1665,1.5302,0.42,1.49,5.14,-1.62,3.30,13.77,28.89,32.49,7.86,61.92,2012-07-13,1,6.6767,0.80%,0.08%,1,0.08%,1,28.38
720001,财通价值动量混合,CTJZDLHH,2021-12-03,4.9550,5.4260,1.31,1.98,2.04,-11.83,22.62,42.51,112.11,238.92,34.06,556.51,2011-12-01,1,36.1929,1.50%,0.15%,1,0.15%,1,210.29
710302,富安达增强收益债券C,FADZQSYZQC,2021-12-03,1.6033,1.6233,1.10,4.31,12.67,7.05,16.23,13.15,45.06,63.95,14.60,63.48,2012-07-25,1,-2.7544,0.00%,0.00%,,0.00%,0,32.71
710301,富安达增强收益债券A,FADZQSYZQA,2021-12-03,1.6716,1.6916,1.10,4.33,12.70,7.15,16.81,13.94,46.72,66.46,15.37,70.43,2012-07-25,1,-2.0770,0.80%,0.08%,1,0.08%,1,35.83
710002,富安达策略精选混合,FADCLJXHH,2021-12-03,3.4909,3.5309,0.54,-0.01,2.61,3.43,-5.88,0.73,36.19,59.18,-9.10,261.79,2012-04-25,1,-4.6032,1.50%,0.15%,1,0.15%,1,71.97
710001,富安达优势成长混合,FADYSCZHH,2021-12-03,3.6274,3.6274,0.95,0.87,5.22,0.75,13.71,26.39,68.05,117.85,19.91,262.74,2011-09-21,1,19.9013,1.50%,0.15%,1,0.15%,1,101.76
700006,平安添利债券C,PATLZQC,2021-12-03,1.1868,1.6098,0,0.04,0.58,0.93,3.61,6.27,8.63,13.70,5.68,65.17,2012-11-27,1,5.2466,,0.00%,,,,19.77
700005,平安添利债券A,PATLZQA,2021-12-03,1.2332,1.6702,0,0.05,0.61,1.03,3.81,6.70,9.49,15.03,6.07,71.74,2012-11-27,1,5.6629,0.80%,0.08%,1,0.08%,1,22.32
700004,平安灵活配置混合,PALHPZHH,2021-12-03,1.9603,2.4446,1.16,2.47,9.56,7.54,2.38,3.01,58.87,90.86,4.20,144.45,2012-09-11,1,-3.3645,1.50%,0.15%,1,0.15%,1,92.19
700003,平安策略先锋混合,PACLXFHH,2021-12-03,6.7440,6.8440,0.84,0.96,6.61,11.77,72.70,107.89,225.95,390.12,80.66,637.91,2012-05-29,1,82.9406,1.50%,0.15%,1,0.15%,1,290.73
700002,平安深证300指数增强,PASZ300ZSZQ,2021-12-03,3.0170,3.0970,1.04,0.97,2.27,6.95,5.31,17.85,83.18,139.06,11.33,225,2011-12-20,1,19.3994,1.20%,0.12%,1,0.12%,1,93.03
700001,平安行业先锋混合,PAHYXFHH,2021-12-03,2.0480,2.3280,0.99,0.79,1.59,-2.98,-7.71,-4.57,63.84,110.05,-4.21,162.21,2011-09-20,1,6.6632,1.50%,0.15%,1,0.15%,1,73.71
690202,民生增强收益债券C,MSZQSYZQC,2021-12-03,1.5850,2.2550,0.25,0.25,0.38,-3.53,2.59,4.28,14.98,31.95,2.46,151.81,2009-07-21,1,4.4342,0.00%,0.00%,,0.00%,0,18.72
690012,民生加银丰鑫债券,MSJYFXZQ,2021-12-03,1.0104,1.0454,0,0.04,0.24,0.57,1.47,3.58,,,3.05,4.57,2013-02-07,1,3.5455,0.80%,0.08%,1,0.08%,1,
690011,民生加银积极成长混合发起式,MSJYJJCZHHFQS,2021-12-03,3.7960,3.7960,-0.16,0.24,7.75,6,30.09,49.04,137.70,218.72,29.25,279.60,2013-01-31,1,38.0591,1.50%,0.15%,1,0.15%,1,189.77
690009,民生加银红利回报混合,MSJYHLHBHH,2021-12-03,3.5510,3.8490,0.77,0.42,-0.08,1.20,-2.85,12.44,74.58,116.92,2.22,344.56,2012-08-09,1,17.5173,1.50%,0.15%,1,0.15%,1,107.42
690008,民生中证内地资源主题指数A,MSZZNDZYZTZSA,2021-12-03,1.0980,1.0980,1.48,1.20,4.97,-5.34,20.26,51.45,86.73,80.30,44.66,9.80,2012-03-08,1,76.1830,1.20%,0.12%,1,0.12%,1,51.24
690007,民生加银景气行业混合A,MSJYJQHYHHA,2021-12-03,5.1740,5.1740,0.92,0.52,-0.61,0.39,-6.66,5.53,69.86,142.68,-4.29,417.40,2011-11-22,1,9.8908,1.50%,0.15%,1,0.15%,1,161.45
690005,民生加银内需增长混合,MSJYNXZZHH,2021-12-03,2.5650,3.3560,0.47,0.16,2.56,-5.59,-5.04,-2.97,72.70,161.61,-8.65,265.21,2011-01-28,1,0.6979,1.50%,0.15%,1,0.15%,1,162.74
690004,民生加银稳健成长混合,MSJYWJCZHH,2021-12-03,4.0980,4.0980,-0.19,0.54,4.38,11.12,15.34,32.15,131.26,181.84,16.29,309.80,2010-06-29,1,36.4499,1.50%,0.15%,1,0.15%,1,208.12
690003,民生加银精选混合,MSJYJXHH,2021-12-03,1.0880,1.0880,0.55,0.18,6.67,8.80,8.37,4.11,23.92,3.13,5.63,8.80,2010-02-03,1,-3.4585,1.50%,0.15%,1,0.15%,1,-3.55
690002,民生增强收益债券A,MSZQSYZQA,2021-12-03,1.6140,2.3390,0.31,0.25,0.50,-3.41,2.87,4.74,15.91,33.36,2.87,163.09,2009-07-21,1,4.8303,0.80%,0.08%,1,0.08%,1,20.47
690001,民生加银品牌蓝筹混合,MSJYPPLCHH,2021-12-03,3.1933,3.8133,-0.30,-0.73,2.93,2.17,1.49,14.78,86.57,141.87,3.41,339.32,2009-03-27,1,13.5246,1.50%,0.15%,1,0.15%,1,138.91
688888,浙商聚潮产业成长混合A,ZSJCCYCZHHA,2021-12-03,1.8550,2.4560,1.20,1.53,1.64,-5.89,8.16,20.61,98.45,125.66,20.85,179.04,2011-05-17,1,38.7804,1.50%,0.15%,1,0.15%,1,72.14
686869,浙商聚盈纯债C,ZSJYCZC,2021-12-03,1.0422,1.3738,0.02,0.07,0.39,0.62,1.74,3.88,5.96,10.61,3.24,42.09,2012-09-18,1,3.4243,0.00%,0.00%,,0.00%,0,20.70
686868,浙商聚盈纯债A,ZSJYCZA,2021-12-03,1.0436,1.4044,0.03,0.08,0.41,0.68,1.84,4.08,6.40,11.22,3.43,46,2012-09-18,1,3.6247,0.80%,0.08%,1,0.08%,1,21.91
675163,西部利得汇盈债券C,XBLDHYZQC,2021-12-03,1.1239,1.1688,0,0.05,0.42,1.16,3.03,5.52,10.50,14.21,5.17,17.23,2018-03-26,1,4.7024,,0.00%,,,,
675161,西部利得汇盈债券A,XBLDHYZQA,2021-12-03,1.1328,1.1728,0,0.05,0.43,1.18,3.09,5.61,10.82,14.57,5.26,17.72,2018-03-26,1,4.8010,0.50%,0.05%,1,0.05%,1,
675123,西部汇逸债券C,XBHYZQC,2021-12-03,1.1678,1.1758,0.09,0.12,0.41,0.60,1.38,2.04,3.23,7.86,1.84,17.59,2017-02-04,1,1.1966,,0.00%,,,,
675121,西部汇逸债券A,XBHYZQA,2021-12-03,1.0135,1.1080,0.10,0.13,0.43,0.64,1.43,2.15,3.42,7.61,1.94,11.27,2017-02-04,1,1.2990,0.80%,0.08%,1,0.08%,1,
675113,西部利得汇享债券C,XBLDHXZQC,2021-12-03,1.1582,1.3191,0.03,0.07,0.62,0.99,3.25,6.38,12.38,21.65,6.20,33.96,2017-03-10,1,5.3207,0.00%,0.00%,,0.00%,0,
675111,西部利得汇享债券A,XBLDHXZQA,2021-12-03,1.1629,1.3293,0.03,0.08,0.62,1.01,3.30,6.48,12.61,22.27,6.29,35.09,2017-03-10,1,5.4242,0.50%,0.05%,1,0.05%,1,
675100,西部利得得尊纯债A,XBLDDZCZA,2021-12-03,1.1342,1.2542,0.04,0.05,0.62,0.90,3.08,5.61,10.88,18.05,5.40,25.63,2017-03-01,1,4.6086,0.50%,0.05%,1,0.05%,1,
675093,西部利得祥逸债券C,XBLDXYZQC,2021-12-03,1.0736,1.1176,0.07,0.20,0.75,1.62,3.11,4.98,8.01,8.82,4.16,12.04,2017-03-10,1,3.9730,,0.00%,,,,
675091,西部利得祥逸债券A,XBLDXYZQA,2021-12-03,1.0646,1.1646,0.07,0.20,0.76,1.64,3.18,5.03,6.36,5.81,4.21,16.92,2017-03-10,1,4.0000,0.60%,0.06%,1,0.06%,1,
675083,西部利得祥盈债券C,XBLDXYZQC,2021-12-03,1.4181,1.4181,0.25,0.65,1.62,-1.14,6.34,11.40,23.80,33.80,7.03,41.81,2016-11-17,1,9.3797,,0.00%,,,,42.51
675081,西部利得祥盈债券A,XBLDXYZQA,2021-12-03,1.4697,1.4697,0.25,0.66,1.63,-1.11,6.40,11.52,24.05,35.06,7.14,46.97,2016-11-17,1,9.4876,0.60%,0.06%,1,0.06%,1,46.96
675053,西部利得合赢债券C,XBLDHYZQC,2021-12-03,1.0988,1.1401,-0.01,-0.05,0.37,0.57,1.65,4.07,6.53,5.20,3.33,14.48,2016-09-09,1,3.7910,,0.00%,,,,14.46
675051,西部利得合赢债券A,XBLDHYZQA,2021-12-03,1.0864,1.1664,-0.01,-0.05,0.38,0.59,1.67,4.13,6.67,6.97,3.38,16.69,2016-09-09,1,3.8393,0.80%,0.08%,1,0.08%,1,16.61
675043,西部利得合享C,XBLDHXC,2021-12-03,1.1187,1.3557,0,0.04,0.47,0.75,2.15,4.48,7.97,12.42,3.85,38.43,2016-08-25,1,4.0983,,0.00%,,,,38.21
675041,西部利得合享A,XBLDHXA,2021-12-03,1.0510,1.2214,0.01,0.05,0.48,0.77,2.17,4.54,8.09,12.58,3.91,23.78,2016-08-25,1,4.1542,0.80%,0.08%,1,0.08%,1,23.57
675013,西部利得稳健双利债券C,XBLDWJSLZQC,2021-12-03,1.70,1.8250,0.06,1.13,5.46,2.53,14.40,30.97,56.68,68.48,21.95,91.33,2012-06-26,1,20.8114,0.00%,0.00%,,0.00%,0,77.48
675011,西部利得稳健双利债券A,XBLDWJSLZQA,2021-12-03,1.7270,1.8820,0.06,1.11,5.50,2.61,14.60,31.53,58.01,70.65,22.40,99.60,2012-06-26,1,21.2481,0.80%,0.08%,1,0.08%,1,81.78
673143,西部利得景程混合C,XBLDJCHHC,2021-12-03,1.39,1.39,0.98,1.28,2.89,12.08,17.62,16.80,23.52,35.69,18.50,39,2018-06-20,1,14.5442,,0.00%,,,,
673141,西部利得景程混合A,XBLDJCHHA,2021-12-03,1.3936,1.3936,0.98,1.27,2.89,12.10,17.66,16.91,23.77,35.95,18.60,39.36,2018-06-20,1,14.6617,0.80%,0.08%,1,0.08%,1,
673120,西部利得新富混合,XBLDXFHH,2021-12-03,2.0090,2.0090,2.14,1.62,6.58,11.12,-6.38,18.46,75.31,96.77,5.13,100.90,2017-06-16,1,17.7215,1.20%,0.12%,1,0.12%,1,
673110,西部利得新润混合,XBLDXRHH,2021-12-03,1.7650,1.8550,0.63,0.28,5.37,5,3.28,4.75,49.20,94.71,5.37,89.84,2017-08-25,1,0.8505,1.20%,0.12%,1,0.12%,1,
673101,西部利得沪深300指数增强C,XBLDHS300ZSZQC,2021-12-03,2.1317,2.1317,1.04,1.69,4.82,2.17,-1.81,7.23,71.41,,1.55,130.43,2018-12-27,1,10.0271,,0.00%,,,,
673100,西部利得沪深300指数增强A,XBLDHS300ZSZQA,2021-12-03,2.1513,2.2713,1.04,1.70,4.85,2.27,-1.61,7.66,72.86,115.78,1.93,138.60,2017-03-21,1,10.4729,0.80%,0.08%,1,0.08%,1,
673090,西部利得个股精选股票A,XBLDGGJXGPA,2021-12-03,1.8415,1.9635,0.80,0.78,2.14,2.63,-0.01,10.72,58.41,115.08,6.20,106.27,2017-01-23,1,16.3117,1.20%,0.12%,1,0.12%,1,
673083,西部利得祥运混合C,XBLDXYHHC,2021-12-03,1.0881,1.0881,0.02,-0.15,3.04,2.50,-0.71,1.78,8.50,13.85,2.47,8.81,2016-12-05,1,2.0735,,0.00%,,,,
673081,西部利得祥运混合A,XBLDXYHHA,2021-12-03,1.1748,1.3048,0.03,-0.14,3.06,2.60,-0.48,2.31,9.60,13.51,2.95,32.23,2016-12-05,1,2.6285,0.80%,0.08%,1,0.08%,1,
673073,西部利得新动力混合C,XBLDXDLHHC,2021-12-03,1.7756,1.7756,0.28,0.37,1.61,2.23,-1.91,8.11,48.31,69.77,2.49,77.56,2016-11-17,1,7.9188,,0.00%,,,,77.51
673071,西部利得新动力混合A,XBLDXDLHHA,2021-12-03,1.80,2.0130,0.28,0.37,1.63,2.28,-1.81,8.32,48.91,70.79,2.69,118.34,2016-11-17,1,8.1333,1.20%,0.12%,1,0.12%,1,99.56
673060,西部利得景瑞灵活配置混合A,XBLDJRLHPZHHA,2021-12-03,3.2050,3.30,1.14,1.01,3.52,12.02,42.13,65.29,162.49,332.94,55.81,245.05,2016-08-25,1,62.2494,0.60%,0.06%,1,0.06%,1,246.09
673050,西部利得新盈混合,XBLDXYHH,2021-12-03,1.8650,1.8650,0.81,1.63,5.37,8.12,19.94,34.27,69.24,76.11,24.58,86.50,2016-01-22,1,24.6154,1.20%,0.12%,1,0.12%,1,83.56
673043,西部利得行业主题优选混合C,XBLDHYZTYXHHC,2021-12-03,1.2930,1.7750,0.31,0.70,2.29,3.43,9.47,29.45,60.02,80.78,20.83,94.07,2016-05-25,1,23.7420,,0.00%,,,,86.27
673040,西部利得行业主题优选混合A,XBLDHYZTYXHHA,2021-12-03,1.9730,1.9730,0.25,0.61,2.23,3.41,9.55,29.55,60.28,81.18,20.89,97.30,2016-03-11,1,23.9617,1.20%,0.12%,1,0.12%,1,87.37
673030,西部利得多策略优选混合,XBLDDCLYXHH,2021-12-03,1.0460,1.6010,0,0,0.58,2.15,3.72,5.68,39.86,60.12,7.37,74.73,2015-07-27,1,7.9824,,0.00%,,,,70.80
673020,西部利得成长精选混合,XBLDCZJXHH,2021-12-03,1.9310,1.9310,0.57,0.16,1.74,4.04,10.34,23.15,70.73,91.19,19.05,93.10,2015-06-02,1,24.9335,,0.00%,,,,104.56
673010,西部利得新动向混合,XBLDXDXHH,2021-12-03,1.3040,1.8390,1.01,1.01,4.15,5.59,-2.54,-4.40,29.49,56.54,-3.91,103.96,2011-08-18,1,-2.4483,1.50%,0.15%,1,0.15%,1,35.69
671030,西部利得事件驱动股票,XBLDSJQDGP,2021-12-03,2.7269,2.7269,0.33,-0.23,5.65,1.72,21.40,54.31,106.02,170.66,35.87,172.69,2018-09-26,1,59.4802,1.50%,0.15%,1,0.15%,1,
671010,西部利得策略优选混合A,XBLDCLYXHHA,2021-12-03,1.3440,1.3440,1.66,3.78,9.71,-2.40,5.33,-0.44,47.53,70.99,3.23,34.40,2011-01-25,1,7.8367,1.50%,0.15%,1,0.15%,1,48.84
660109,农银增强收益债券C,NYZQSYZQC,2021-12-03,1.7530,1.8240,0.05,0.20,0.80,0.77,1.90,4.42,14.34,18.44,3.59,86.27,2011-07-01,1,3.5224,0.00%,0.00%,,0.00%,0,22.48
660102,农银恒久增利债券C,NYHJZLZQC,2021-12-03,1.2717,1.7047,0.04,0.10,0.67,0.94,2.05,3.75,6.29,10.89,3.23,65.32,2010-10-25,1,3.0156,0.00%,0.00%,,0.00%,0,16.37
660016,农银汇理金聚高等级债券,NYHLJJGDJZQ,2021-12-03,1.0478,1.0478,-0.02,0.01,0.45,0.82,2.08,4.35,,,3.51,4.78,2013-02-05,1,3.6804,0.80%,0.08%,1,0.08%,1,
660015,农银行业轮动混合,NYHYLDHH,2021-12-03,8.2043,8.3043,0.64,0.73,5.56,16.57,38.47,60.39,160.92,229.97,43.71,787.91,2012-11-14,1,38.8646,1.50%,0.15%,1,0.15%,1,207.30
660012,农银消费主题混合A,NYXFZTHHA,2021-12-03,4.7607,4.8407,1.10,0.68,3.73,5.88,-10.46,3.07,96.54,148.02,-9.40,411.72,2012-04-24,1,4.4822,1.50%,0.15%,1,0.15%,1,101.06
660011,农银中证500指数,NYZZ500ZS,2021-12-03,1.8193,1.8193,0.94,1.04,3.73,-0.05,9.15,12.96,44.66,57.20,13.81,81.93,2011-11-29,1,8.5336,1.50%,0.15%,1,0.15%,1,9.66
660010,农银策略精选混合,NYCLJXHH,2021-12-03,2.1990,2.1990,1.04,0.65,2.33,9.82,1.22,6.21,74.90,118.26,-2.40,119.90,2011-09-06,1,4.0831,1.50%,0.15%,1,0.15%,1,151.26
660009,农银增强收益债券A,NYZQSYZQA,2021-12-03,1.8171,1.8881,0.05,0.21,0.83,0.84,2.05,4.73,15.02,19.54,3.88,92.99,2011-07-01,1,3.8257,0.80%,0.08%,1,0.08%,1,24.44
660008,农银沪深300指数A,NYHS300ZSA,2021-12-03,1.7573,1.7573,0.87,0.79,1.62,1.20,-4.70,-1.05,31.55,57.62,-3.77,75.73,2011-04-12,1,4.6589,1.20%,0.12%,1,0.12%,1,51.83
660006,农银大盘蓝筹混合,NYDPLCHH,2021-12-03,1.7201,1.7201,0.60,0.70,1.22,-1.56,1.35,7.57,50.81,80.66,2.21,72.01,2010-09-01,1,11.8954,1.50%,0.15%,1,0.15%,1,72.68
660005,农银中小盘混合,NYZXPHH,2021-12-03,4.6729,5.0349,0.10,-0.04,1.80,10.92,9.90,25.32,116.61,178.07,11.91,449.66,2010-03-25,1,22.8914,1.50%,0.15%,1,0.15%,1,121.34
660004,农银策略价值混合,NYCLJZHH,2021-12-03,4.9267,4.9267,0.94,0.88,1.26,8.99,15.38,32.80,127.54,191.21,18.81,392.67,2009-09-29,1,31.5773,1.50%,0.15%,1,0.15%,1,190.61
660003,农银平衡双利混合,NYPHSLHH,2021-12-03,2.7239,3.8006,0.92,0.81,1.10,7.41,13.90,28.47,108.69,164.13,16.36,432.89,2009-04-08,1,27.1950,1.50%,0.15%,1,0.15%,1,167.57
660002,农银恒久增利债券A,NYHJZLZQA,2021-12-03,1.3007,1.8126,0.05,0.12,0.70,1.02,2.21,4.07,6.93,11.89,3.53,94.33,2008-12-23,1,3.3191,0.80%,0.08%,1,0.08%,1,18.17
660001,农银行业成长混合,NYHYCZHH,2021-12-03,4.0778,4.6778,0.96,0.86,1.17,8.76,14.65,26.99,89.16,120.84,10.01,531.14,2008-08-04,1,16.0508,1.50%,0.15%,1,0.15%,1,79.80
650002,英大纯债债券C,YDCZZQC,2021-12-03,1.0809,1.4179,0.01,0.03,0.18,0.44,0.94,2.77,6,9.88,1.90,46.41,2013-04-24,1,2.8802,0.00%,0.00%,,0.00%,0,18.21
650001,英大纯债债券A,YDCZZQA,2021-12-03,1.0779,1.4799,0,0.03,0.20,0.50,1.08,3.07,6.63,10.88,2.18,54.03,2013-04-24,1,3.1835,0.80%,0.08%,1,0.08%,1,20.29
630109,华商稳定增利债券C,HSWDZLZQC,2021-12-03,1.7580,2.0780,0.34,0.46,1.85,-5.94,1.50,10.22,31.88,45.17,7.65,120.73,2011-03-15,1,14.6867,0.00%,0.00%,,0.00%,0,52.12
630107,华商稳健双利债券B,HSWJSLZQB,2021-12-03,1.5730,1.8590,0.13,0,1.09,0.05,3.74,8.87,23.90,33.73,7.38,89.48,2010-08-09,1,9.2726,0.00%,0.00%,,0.00%,0,29.69
630103,华商收益增强债券B,HSSYZQZQB,2021-12-03,1.26,1.7660,0.16,0.56,1.69,-1.33,7.33,9.66,9.66,10.14,9.76,88.01,2009-01-23,1,9.5406,0.00%,0.00%,,0.00%,0,-4.40
630016,华商价值共享混合发起式,HSJZGXHHFQS,2021-12-03,4.7110,5.0710,0.15,0.40,0.88,5.58,22.02,43.94,127.04,218.10,25.03,494.79,2013-03-18,1,44.0705,1.50%,0.15%,1,0.15%,1,153.58
630015,华商大盘量化精选混合,HSDPLHJXHH,2021-12-03,3.10,3.78,0.39,0.13,4.03,11.55,31.91,48.25,135.03,166.32,36.50,355.06,2013-04-09,1,38.2716,1.50%,0.15%,1,0.15%,1,103.13
630011,华商主题精选混合,HSZTJXHH,2021-12-03,3.0020,3.9020,1.28,1.76,5.78,8.18,42.21,49.73,123.03,199.90,38.02,354.35,2012-05-31,1,30.1603,1.50%,0.15%,1,0.15%,1,65.49
630010,华商价值精选混合,HSJZJXHH,2021-12-03,2.3410,3.2510,1.08,0.77,2.54,3.63,12.39,25.66,95.57,129.74,15.78,290.18,2011-05-31,1,22.9797,1.50%,0.15%,1,0.15%,1,61.25
630009,华商稳定增利债券A,HSWDZLZQA,2021-12-03,1.8410,2.1710,0.33,0.38,1.88,-5.88,1.71,10.64,33.02,47.04,8.04,131.23,2011-03-15,1,15.2160,0.80%,0.08%,1,0.08%,1,55.40
630008,华商策略精选混合,HSCLJXHH,2021-12-03,1.9350,2.4650,0.73,0.73,3.09,-3.59,15.73,30.74,78.18,129.62,22.08,207.69,2010-11-09,1,46.0426,1.50%,0.15%,1,0.15%,1,118.68
630007,华商稳健双利债券A,HSWJSLZQA,2021-12-03,1.61,1.9450,0.12,0,1.13,0.11,3.97,9.29,24.95,35.37,7.72,98.95,2010-08-09,1,9.7147,0.80%,0.08%,1,0.08%,1,32.42
630006,华商产业升级混合,HSCYSJHH,2021-12-03,2.2590,2.4890,1.12,0.76,2.26,3.86,9.93,27.12,93.74,141.60,16.44,183.63,2010-06-18,1,25.0000,1.50%,0.15%,1,0.15%,1,97.64
630005,华商动态阿尔法混合,HSDTAEFHH,2021-12-03,2.2910,2.7310,0.39,1.06,2.92,9.51,16.59,27.28,99.22,121.74,16.71,218.86,2009-11-24,1,21.5247,1.50%,0.15%,1,0.15%,1,34.54
630003,华商收益增强债券A,HSSYZQZQA,2021-12-03,1.3140,1.8390,0.15,0.61,1.70,-1.20,7.53,10.14,10.51,11.45,10.14,98.81,2009-01-23,1,10.0426,0.80%,0.08%,1,0.08%,1,-2.30
