代码,基金,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立日,,,,,,手续费,,
010256,农银汇理金汇债券C,NYHLJHZQC,2021-12-03,1.0407,1.0407,0.01,0.05,0.24,0.75,,,,,,1.30,2021-07-01,1,0.934488,,0.00%,,,,
010253,兴银中证500指数增强A,XYZZ500ZSZQA,2021-12-03,1.1711,1.1711,0.94,1.42,2.45,-2.89,12.78,,,,,17.11,2021-03-01,1,15.78,1.50%,0.15%,1,0.15%,1,
010250,国金惠诚债券C,GJHCZQC,2021-12-03,1.0448,1.0448,0.17,0.55,1.66,0.83,4.23,,,,,4.48,2021-04-14,1,2.17,,0.00%,,,,
010249,国金惠诚债券A,GJHCZQA,2021-12-03,1.0477,1.0477,0.18,0.56,1.71,0.94,4.45,,,,,4.77,2021-04-14,1,2.39,0.80%,0.08%,1,0.08%,1,
010246,华泰柏瑞量化先行混合C,HTBRLHXXHHC,2021-12-03,2.1590,2.1590,0.61,1.17,4.10,-1.91,9.04,16.08,,,17.59,20.28,2020-09-28,1,10.4712,,0.00%,,,,
010245,广发品牌消费股票发起式C,GFPPXFGPFQSC,2021-12-03,1.8486,1.8486,1.07,0.60,2.81,1.81,-17.83,-2.02,,,-14.45,6.01,2020-09-24,1,0.2101,,0.00%,,,,
010244,平安瑞尚六个月持有混合C,PARSLGYCYHHC,2021-12-03,1.0509,1.0509,0.10,0.20,1.41,1.31,3.42,,,,4.59,5.09,2020-12-18,1,3.28,,0.00%,,,,
010243,平安稳健增长混合C,PAWJZZHHC,2021-12-03,0.9757,0.9757,0.35,0.49,0.99,2.32,1.19,,,,,-2.43,2021-01-13,1,-4.05,,0.00%,,,,
010242,平安稳健增长混合A,PAWJZZHHA,2021-12-03,0.9809,0.9809,0.35,0.50,1.04,2.47,1.50,,,,,-1.91,2021-01-13,1,-3.61,1.20%,1.20%,99,1.20%,99,
010241,平安季季享3个月持有债券C,PAJJX3GYCYZQC,2021-12-03,1.0263,1.0263,0,0.01,0.54,0.90,2.15,,,,,2.63,2021-03-17,1,1.9,,0.00%,,,,
010240,平安季季享3个月持有债券A,PAJJX3GYCYZQA,2021-12-03,1.0282,1.0282,0,0.01,0.57,0.97,2.29,,,,,2.82,2021-03-17,1,2.05,0.30%,0.03%,1,0.03%,1,
010239,平安瑞尚六个月持有混合A,PARSLGYCYHHA,2021-12-03,1.0560,1.0560,0.11,0.22,1.46,1.44,3.69,,,,5.07,5.60,2020-12-18,1,3.71,0.80%,0.08%,1,0.08%,1,
010238,安信创新先锋混合发起C,AXCXXFHHFQC,2021-12-03,1.1586,1.1586,1.82,1.13,3.50,9.28,16.41,19.17,,,16.99,15.86,2020-10-30,1,8.92,,0.00%,,,,
010237,安信创新先锋混合发起A,AXCXXFHHFQA,2021-12-03,1.1649,1.1649,1.81,1.13,3.54,9.41,16.69,19.78,,,17.54,16.49,2020-10-30,1,9.44,1.50%,0.15%,1,0.15%,1,
010236,广发电子信息传媒股票C,GFDZXXCMGPC,2021-12-03,2.2876,2.2876,0.70,2.46,10.29,15.80,25.78,32.37,,,28.46,36.92,2020-09-24,1,11.9414,,0.00%,,,,
010235,广发资源优选股票C,GFZYYXGPC,2021-12-03,2.5726,2.5726,0.10,1.40,8.09,-7.52,19.79,41.50,,,32.40,52.38,2020-09-24,1,36.6485,,0.00%,,,,
010234,华泰柏瑞量化增强混合C,HTBRLHZQHHC,2021-12-03,1.6670,1.6670,0.85,1.58,3.60,-0.89,-0.36,4.32,,,2.27,9.24,2020-09-28,1,2.3632,,0.00%,,,,
010232,国寿安保泰安纯债债券,GSABTACZZQ,2021-12-03,1.0246,1.0296,0,0.02,0.30,0.39,1.62,,,,2.51,2.97,2020-12-16,1,2.288544,0.80%,0.08%,1,0.08%,1,
010227,博时双季享持有期债券C,BSSJXCYQZQC,2021-12-03,1.0241,1.0241,0.01,0.06,0.43,0.67,0.94,3,,,2.28,2.41,2020-10-13,1,1.5002,,0.00%,,,,
010226,博时双季享持有期债券B,BSSJXCYQZQB,2021-12-03,1.0247,1.0247,0.01,0.07,0.43,0.68,0.96,3.06,,,2.33,2.47,2020-10-13,1,1.5500,,0.00%,,,,
010223,博时双季享持有期债券A,BSSJXCYQZQA,2021-12-03,1.0282,1.0282,0.01,0.07,0.46,0.75,1.11,3.37,,,2.61,2.82,2020-10-13,1,1.8500,0.30%,0.03%,1,0.03%,1,
010221,海富通消费核心混合C,HFTXFHXHHC,2021-12-03,1.0137,1.0137,0.65,-0.23,5.51,16.64,6.77,2.95,,,-1.39,1.37,2020-11-04,1,-8.77,,0.00%,,,,
010220,海富通消费核心混合A,HFTXFHXHHA,2021-12-03,1.0225,1.0225,0.65,-0.21,5.58,16.87,7.20,3.79,,,-0.65,2.25,2020-11-04,1,-8.07,1.50%,0.15%,1,0.15%,1,
010219,汇添富稳健添益一年持有混合,HTFWJTYYNCYHH,2021-12-03,0.9631,0.9631,0,0,0.80,-0.44,-2.11,,,,,-3.69,2021-01-20,3,-3.32,0.80%,0.08%,1,0.08%,1,
010216,中欧达益稳健一年混合C,ZODYWJYNHHC,2021-12-03,1.0554,1.0554,0.17,0.24,0.83,0.51,2.11,5.67,,,3.97,5.54,2020-10-30,1,5.1,,0.00%,,,,
010215,中欧达益稳健一年混合A,ZODYWJYNHHA,2021-12-03,1.0624,1.0624,0.18,0.25,0.88,0.67,2.42,6.33,,,4.55,6.24,2020-10-30,1,5.7,0.80%,0.08%,1,0.08%,1,
010214,中欧互联网先锋混合C,ZOHLWXFHHC,2021-12-03,1.0799,1.0799,0.12,-1.35,-0.78,-6.55,-5.59,5.92,,,-3.34,7.99,2020-10-12,1,9.2856,,0.00%,,,,
010213,中欧互联网先锋混合A,ZOHLWXFHHA,2021-12-03,1.0860,1.0860,0.12,-1.34,-0.74,-6.44,-5.37,6.45,,,-2.90,8.60,2020-10-12,1,9.8359,1.50%,0.15%,1,0.15%,1,
010212,景顺长城顺鑫回报混合C,JSCCSXHBHHC,2021-12-03,1.0922,1.0922,0.26,0.42,1.19,2.17,3.10,7.54,,,6.50,9.22,2020-09-29,1,7.6762,,0.00%,,,,
010211,景顺长城顺鑫回报混合A,JSCCSXHBHHA,2021-12-03,1.0940,1.0940,0.26,0.42,1.20,2.23,3.21,7.77,,,6.71,9.40,2020-09-29,1,7.8053,1.00%,0.10%,1,0.10%,1,
010206,国寿安保裕安混合C,GSABYAHHC,2021-12-03,1.0383,1.0583,0.45,0.02,1.51,2.17,1.17,5.79,,,3.18,5.84,2020-11-04,1,3.618626,,0.00%,,,,
010205,国寿安保裕安混合A,GSABYAHHA,2021-12-03,1.0417,1.0617,0.44,0.02,1.53,2.26,1.32,6.11,,,3.47,6.18,2020-11-04,1,3.920619,0.80%,0.08%,1,0.08%,1,
010204,中银港股通优势成长股票,ZYGGTYSCZGP,2021-12-03,0.8171,0.8171,-0.41,-3.13,-5.20,-11.85,-18.71,,,,,-18.29,2021-02-09,1,-11.11,1.50%,0.15%,1,0.15%,1,
010203,天弘中证科技100指数增强C,THZZKJ100ZSZQC,2021-12-03,1.2905,1.2905,0.66,1.26,3.08,2.58,13.95,30.42,,,18.85,29.05,2020-10-28,1,23.12,,0.00%,,,,
010202,天弘中证科技100指数增强A,THZZKJ100ZSZQA,2021-12-03,1.2947,1.2947,0.65,1.27,3.10,2.64,14.12,30.82,,,19.17,29.47,2020-10-28,1,23.47,1.50%,0.15%,1,0.15%,1,
010198,易方达竞争优势企业混合A,YFDJZYSQYHHA,2021-12-03,0.9273,0.9273,0.56,-0.91,0.72,1.08,-6.73,,,,,-7.27,2021-01-20,1,-5.88,1.50%,0.15%,1,0.15%,1,
010197,易方达核心优势股票C,YFDHXYSGPC,2021-12-03,0.8781,0.8781,1.60,0.99,3.16,5.01,-12.90,,,,,-12.19,2021-01-28,1,-11.29,,0.00%,,,,
010196,易方达核心优势股票A,YFDHXYSGPA,2021-12-03,0.8811,0.8811,1.60,1,3.19,5.12,-12.72,,,,,-11.89,2021-01-28,1,-11.03,1.50%,0.15%,1,0.15%,1,
010193,农银养老2045五年持有混合(FOF),NYYL2045WNCYHHFOF,2021-12-01,1.0403,1.0403,-0.37,-0.14,1.90,1.62,-1.99,4.49,,,2.39,4.03,2020-11-05,1,2.38,0.80%,0.08%,1,0.08%,1,
010189,中欧添益一年混合C,ZOTYYNHHC,2021-12-03,1.0685,1.0685,0.26,0.33,1.64,1.50,2.20,7.20,,,4.81,6.85,2020-10-22,1,5.28,,0.00%,,,,
010188,中欧添益一年混合A,ZOTYYNHHA,2021-12-03,1.0757,1.0757,0.27,0.35,1.69,1.65,2.51,7.86,,,5.39,7.57,2020-10-22,1,5.9,0.80%,0.08%,1,0.08%,1,
010187,嘉实核心成长混合C,JSHXCZHHC,2021-12-03,0.9603,0.9603,0.76,-1.15,-1.96,1.31,-12.91,-2.41,,,-10.65,-3.97,2020-10-28,1,-2.04,,0.00%,,,,
010186,嘉实核心成长混合A,JSHXCZHHA,2021-12-03,0.9645,0.9645,0.75,-1.15,-1.93,1.41,-12.73,-2.01,,,-10.33,-3.55,2020-10-28,1,-1.66,1.50%,0.15%,1,0.15%,1,
010183,南方创业板ETF联接E,NFCYBETFLJE,2021-12-03,1.6857,1.6857,0.32,0.26,4.27,11.36,8.21,27.49,,,17.01,35.46,2020-09-16,1,20.1266,,0.00%,,,,
010182,兴业优势产业混合C,XYYSCYHHC,2021-12-03,1.1541,1.1541,1.16,1.91,6.04,7.95,3.54,15.55,,,5.76,15.41,2020-10-28,1,7.7,,0.00%,,,,
010181,兴业优势产业混合A,XYYSCYHHA,2021-12-03,1.1644,1.1644,1.16,1.93,6.11,8.17,3.96,16.50,,,6.56,16.44,2020-10-28,1,8.54,1.50%,0.15%,1,0.15%,1,
010179,大成企业能力驱动混合C,DCQYNLQDHHC,2021-12-03,0.9207,0.9207,0.57,-1.02,0.54,2.27,-5.88,,,,,-7.93,2021-01-19,1,-8.45,,0.00%,,,,
010178,大成企业能力驱动混合A,DCQYNLQDHHA,2021-12-03,0.9239,0.9239,0.57,-1.01,0.57,2.37,-5.69,,,,,-7.61,2021-01-19,1,-8.17,1.50%,0.15%,1,0.15%,1,
010177,中加新兴消费混合C,ZJXXXFHHC,2021-12-03,1.0584,1.0584,1.55,1.61,3.81,-0.25,-10.63,,,,-1.09,5.84,2020-12-09,1,7.6,,0.00%,,,,
010176,中加新兴消费混合A,ZJXXXFHHA,2021-12-03,1.0625,1.0625,1.56,1.62,3.83,-0.16,-10.46,,,,-0.74,6.25,2020-12-09,1,7.97,1.50%,0.15%,1,0.15%,1,
010175,英大智享债券C,YDZXZQC,2021-12-03,1.0497,1.0497,0.03,-0.07,0.15,1.46,3.62,,,,5.23,4.96,2020-12-23,1,4.229577,,0.00%,,,,
010174,英大智享债券A,YDZXZQA,2021-12-03,1.0537,1.0537,0.04,-0.05,0.18,1.56,3.83,,,,5.62,5.36,2020-12-23,1,4.569543,0.80%,0.08%,1,0.08%,1,
010172,中银新回报灵活配置混合C,ZYXHBLHPZHHC,2021-12-03,1.71,1.71,0.12,0.29,0.47,0.23,-1.55,0.71,,,-0.64,2.03,2020-09-07,1,0.5347,,0.00%,,,,
010171,中银证券鑫瑞6个月持有C,ZYZQXR6GYCYC,2021-12-03,1.0752,1.0752,0.19,0.60,1.41,2.88,4.63,7.64,,,5.81,7.52,2020-11-11,1,5.69,,0.00%,,,,
010170,中银证券鑫瑞6个月持有A,ZYZQXR6GYCYA,2021-12-03,1.0787,1.0787,0.20,0.62,1.44,2.96,4.80,7.97,,,6.11,7.87,2020-11-11,1,5.98,1.00%,0.10%,1,0.10%,1,
010169,天弘安利短债C,THALDZC,2021-12-03,1.0392,1.0392,0.01,0.06,0.33,0.90,2.10,3.91,,,3.56,3.92,2020-11-24,1,3.37,,0.00%,,,,
010168,天弘安利短债A,THALDZA,2021-12-03,1.0405,1.0405,0.01,0.06,0.34,0.93,2.16,4.04,,,3.68,4.05,2020-11-24,1,3.48,0.35%,0.035%,1,0.035%,1,
010167,中银多策略混合C,ZYDCLHHC,2021-12-03,1.3670,1.3670,0.15,0.37,0.66,0.37,-0.87,1.79,,,0.44,2.86,2020-09-07,1,1.3493,,0.00%,,,,
010166,招商兴和优选1年持有期混合,ZSXHYX1NCYQHH,2021-12-03,0.7968,0.7968,1.17,0.68,2.59,-5.67,-9.63,,,,,-20.32,2021-02-01,3,-22.2,1.50%,0.15%,1,0.15%,1,
010164,财通资管价值精选一年持有混合C,CTZGJZJXYNCYHHC,2021-12-03,1.1758,1.1758,0.99,1.76,2.24,10.98,15.88,,,,,17.58,2021-05-25,3,11.2,,0.00%,,,,
010163,财通资管价值精选一年持有混合A,CTZGJZJXYNCYHHA,2021-12-03,1.1807,1.1807,0.98,1.77,2.30,11.20,16.35,,,,,18.07,2021-05-25,3,11.55,1.50%,0.15%,1,0.15%,1,
010162,广发瑞安精选股票C,GFRAJXGPC,2021-12-03,1.1640,1.1640,0.36,0.81,1.05,2.92,10.72,,,,14.92,16.40,2020-12-16,1,12.63,,0.00%,,,,
010161,广发瑞安精选股票A,GFRAJXGPA,2021-12-03,1.1685,1.1685,0.36,0.82,1.08,3.02,10.94,,,,15.34,16.85,2020-12-16,1,13.01,1.50%,0.15%,1,0.15%,1,
010160,广发高端制造股票C,GFGDZZGPC,2021-12-03,3.1561,3.1561,0.88,0.22,-2.04,-1.81,13.93,23.58,,,19.48,44.17,2020-09-16,1,34.8724,,0.00%,,,,
010159,中银医疗保健混合C,ZYYLBJHHC,2021-12-03,2.8686,2.8686,0.64,-2.64,1.09,-1.55,-14.78,5.63,,,-1.80,4.14,2020-09-07,1,5.2787,,0.00%,,,,
010158,汇安中证500增强C,HAZZ500ZQC,2021-12-03,1.1509,1.1509,0.51,0.57,2.44,-0.05,9.03,15.59,,,15.12,15.09,2020-11-16,1,10.78,,0.00%,,,,
010157,汇安中证500增强A,HAZZ500ZQA,2021-12-03,1.1558,1.1558,0.51,0.58,2.47,0.04,9.25,16.07,,,15.56,15.58,2020-11-16,1,11.19,1.20%,0.12%,1,0.12%,1,
010156,长盛核心成长混合C,CSHXCZHHC,2021-12-03,1.3286,1.3286,0.47,-0.27,2.66,9.97,12.96,29.40,,,18.55,32.86,2020-09-23,1,23.6800,,0.00%,,,,
010155,长盛核心成长混合A,CSHXCZHHA,2021-12-03,1.3353,1.3353,0.47,-0.26,2.69,10.10,13.21,29.97,,,19.02,33.53,2020-09-23,1,24.1889,1.50%,0.15%,1,0.15%,1,
010154,中加中证500指数增强C,ZJZZ500ZSZQC,2021-12-03,1.1242,1.1242,0.40,1.18,2.90,-3.65,3.79,15.75,,,14.54,12.42,2020-09-27,1,11.7747,,0.00%,,,,
010153,中加中证500指数增强A,ZJZZ500ZSZQA,2021-12-03,1.1286,1.1286,0.39,1.18,2.92,-3.59,3.93,16.14,,,14.87,12.86,2020-09-27,1,12.1643,1.00%,0.10%,1,0.10%,1,
010152,东财消费精选C,DCXFJXC,2021-12-03,0.9969,0.9969,1.29,-0.48,2.29,7.98,-16.75,-1.25,,,-12.45,-0.31,2020-09-23,1,4.5914,,0.00%,,,,
010151,东财消费精选A,DCXFJXA,2021-12-03,1.0065,1.0065,1.30,-0.46,2.36,8.20,-16.42,-0.45,,,-11.80,0.65,2020-09-23,1,5.4184,1.50%,0.15%,1,0.15%,1,
010150,南方君信混合C,NFJXHHC,2021-12-03,2.1947,2.1947,0.28,0.43,1.23,-0.56,4.68,12.43,,,7.28,25.55,2020-09-07,1,20.4909,,0.00%,,,,
010149,浙商智选经济动能混合C,ZSZXJJDNHHC,2021-12-03,1.1986,1.1986,1.52,2.40,8.55,9.67,16.67,,,,,19.86,2021-02-02,1,10.85,,0.00%,,,,
010148,浙商智选经济动能混合A,ZSZXJJDNHHA,2021-12-03,1.2027,1.2027,1.54,2.42,8.59,9.79,16.91,,,,,20.27,2021-02-02,1,11.16,1.20%,0.12%,1,0.12%,1,
010147,博道嘉兴一年持有期混合,BDJXYNCYQHH,2021-12-03,1.2657,1.2657,0.04,0.41,0.60,2.99,6.48,27.59,,,15.48,26.57,2020-10-23,1,25.9,1.50%,0.15%,1,0.15%,1,
010146,格林中短债债券C,GLZDZZQC,2021-12-03,1.0189,1.0389,0.02,-0.01,0.87,0.73,1.72,3.77,,,3.02,3.91,2020-10-28,1,2.639206,,0.00%,,,,
010145,格林中短债债券A,GLZDZZQA,2021-12-03,1.0233,1.0413,0.02,0,0.91,1.19,2.26,3.95,,,3.17,4.16,2020-10-28,1,2.827156,0.40%,0.04%,1,0.04%,1,
010143,交银施罗德启欣混合,JYSLDQXHH,2021-12-03,0.9649,0.9649,0.63,0.73,3.29,1.05,-2.56,-3.74,,,-6.15,-3.51,2020-10-28,1,-6.61,1.50%,0.15%,1,0.15%,1,
010142,朱雀企业优选C,ZQQYYXC,2021-12-03,1.3105,1.3105,1.24,0.54,1.88,4.49,9.78,23.81,,,9.67,31.05,2020-09-23,1,22.0203,,0.00%,,,,
010141,朱雀企业优选A,ZQQYYXA,2021-12-03,1.3231,1.3231,1.24,0.56,1.95,4.70,10.23,24.82,,,10.49,32.31,2020-09-23,1,22.9964,1.50%,1.50%,99,1.50%,99,
010138,华泰柏瑞量化创享混合C,HTBRLHCXHHC,2021-12-03,1.0954,1.0954,-0.11,0.37,3.67,4.49,8.81,,,,9.54,9.54,2020-12-30,1,5.18,,0.00%,,,,
010137,华泰柏瑞量化创享混合A,HTBRLHCXHHA,2021-12-03,1.1016,1.1016,-0.10,0.38,3.73,4.66,9.14,,,,10.15,10.16,2020-12-30,1,5.69,1.50%,0.15%,1,0.15%,1,
010136,泰达高研发6个月持有混合C,TDGYF6GYCYHHC,2021-12-03,1.5626,1.5626,-0.50,-0.96,0.63,11.55,54.58,61.54,,,64.05,56.26,2020-09-24,1,34.5129,,0.00%,,,,
010135,泰达高研发6个月持有混合A,TDGYF6GYCYHHA,2021-12-03,1.5681,1.5681,-0.50,-0.95,0.65,11.63,54.80,62.03,,,64.51,56.81,2020-09-24,1,34.9036,1.50%,0.15%,1,0.15%,1,
010134,广发新经济混合C,GFXJJHHC,2021-12-03,5.1320,5.1320,-0.06,-0.35,0.85,9,-5.68,17.39,,,3.59,18.79,2020-09-22,1,7.8887,,0.00%,,,,
010133,南方创新成长混合C,NFCXCZHHC,2021-12-03,1.0605,1.0605,0.37,1.34,2.76,5.17,-4.09,6.53,,,-2.74,6.05,2020-09-18,1,1.6100,,0.00%,,,,
010132,南方创新成长混合A,NFCXCZHHA,2021-12-03,1.0682,1.0682,0.38,1.35,2.81,5.31,-3.80,7.17,,,-2.20,6.82,2020-09-18,1,2.2089,1.50%,0.15%,1,0.15%,1,
010129,宝盈发展新动能股票C,BYFZXDNGPC,2021-12-03,1.5180,1.5180,-0.90,-0.08,6.16,15.02,27.38,53.32,,,38.29,51.80,2020-09-27,1,36.8638,,0.00%,,,,
010128,宝盈发展新动能股票A,BYFZXDNGPA,2021-12-03,1.5269,1.5269,-0.90,-0.07,6.20,15.16,27.71,54.08,,,38.92,52.69,2020-09-27,1,37.5503,1.50%,0.15%,1,0.15%,1,
010127,平安价值成长混合C,PAJZCZHHC,2021-12-03,1.1987,1.1987,0.99,2.23,4.96,3.74,-0.85,16.86,,,6.67,19.87,2020-09-24,1,9.3564,,0.00%,,,,
010126,平安价值成长混合A,PAJZCZHHA,2021-12-03,1.2102,1.2102,1,2.24,5.02,3.95,-0.45,17.80,,,7.47,21.02,2020-09-24,1,10.2326,1.50%,0.15%,1,0.15%,1,
010125,兴银景气优选混合C,XYJQYXHHC,2021-12-03,1.1543,1.1543,0.87,-0.31,3.92,-6.26,16.20,15.64,,,6.54,15.43,2020-11-24,1,13.09,,0.00%,,,,
010124,兴银景气优选混合A,XYJQYXHHA,2021-12-03,1.1615,1.1615,0.86,-0.30,3.95,-6.15,16.48,16.36,,,7.15,16.15,2020-11-24,1,13.73,1.50%,0.15%,1,0.15%,1,
010123,华泰柏瑞优势领航混合C,HTBRYSLHHHC,2021-12-03,1.1843,1.1843,0.72,0.96,2.30,0.18,-9.28,18.75,,,4.30,18.43,2020-09-24,1,16.7684,,0.00%,,,,
010122,华泰柏瑞优势领航混合A,HTBRYSLHHHA,2021-12-03,1.1956,1.1956,0.72,0.97,2.37,0.38,-8.91,19.70,,,5.06,19.56,2020-09-24,1,17.6906,1.50%,0.15%,1,0.15%,1,
010121,九泰久福量化股票C,JTJFLHGPC,2021-12-03,0.9921,0.9921,1.57,2.26,2.55,-7.34,3.38,,,,,-0.79,2021-01-20,1,0.96,,0.00%,,,,
010120,九泰久福量化股票A,JTJFLHGPA,2021-12-03,0.9965,0.9965,1.57,2.27,2.61,-7.22,3.64,,,,,-0.35,2021-01-20,1,1.33,1.20%,0.12%,1,0.12%,1,
010119,天弘多元收益债券C,THDYSYZQC,2021-12-03,1.2281,1.2281,0.65,1.18,5.01,4.71,15.72,20.37,,,23.80,22.81,2020-10-29,1,16.27,,0.00%,,,,
010118,天弘多元收益债券A,THDYSYZQA,2021-12-03,1.2321,1.2321,0.65,1.18,5.03,4.78,15.89,20.72,,,24.14,23.21,2020-10-29,1,16.61,0.80%,0.08%,1,0.08%,1,
010117,民生加银新兴产业混合C,MSJYXXCYHHC,2021-12-03,1.1497,1.1497,0.75,2.37,0.61,8.01,7.87,16.79,,,6.72,14.97,2020-09-18,1,8.7952,,0.00%,,,,
010116,民生加银新兴产业混合A,MSJYXXCYHHA,2021-12-03,1.1553,1.1553,0.75,2.38,0.64,8.12,8.09,17.27,,,7.12,15.53,2020-09-18,1,9.2288,1.50%,0.15%,1,0.15%,1,
010115,易方达远见成长混合A,YFDYJCZHHA,2021-12-03,1.09,1.09,-0.06,-1.61,-1.53,2.29,5.19,,,,,9,2021-03-05,1,9.34,1.50%,0.15%,1,0.15%,1,
010114,华宝新兴成长混合,HBXXCZHH,2021-12-03,1.3278,1.3278,0.48,0.82,5.82,10.71,19.11,32.55,,,20.58,32.78,2020-09-24,1,22.0590,1.50%,0.15%,1,0.15%,1,
010113,广发研究精选股票C,GFYJJXGPC,2021-12-03,1.0167,1.0167,0.80,0.14,3.26,1.48,-0.54,1.38,,,-0.19,1.67,2020-11-04,1,-1.46,,0.00%,,,,
010112,广发研究精选股票A,GFYJJXGPA,2021-12-03,1.0211,1.0211,0.80,0.15,3.30,1.58,-0.33,1.79,,,0.18,2.11,2020-11-04,1,-1.09,1.50%,0.15%,1,0.15%,1,
010111,广发医药健康混合C,GFYYJKHHC,2021-12-03,0.9337,0.9337,0.32,-3.62,0.56,3.09,-18.65,-6.14,,,-7.24,-6.63,2020-10-21,1,-0.27,,0.00%,,,,
010110,广发医药健康混合A,GFYYJKHHA,2021-12-03,0.9379,0.9379,0.32,-3.62,0.59,3.20,-18.48,-5.76,,,-6.89,-6.21,2020-10-21,1,0.13,1.50%,0.15%,1,0.15%,1,
010109,富国价值增长混合,FGJZZZHH,2021-12-03,1.1475,1.1475,0.32,0.24,5.12,5.59,4.08,13.60,,,5.59,14.75,2020-09-14,1,9.6312,1.50%,0.15%,1,0.15%,1,
010108,景顺长城核心招景混合,JSCCHXZJHH,2021-12-03,0.9331,0.9331,0.48,0.08,2.25,7.65,-3.06,,,,,-6.69,2021-01-06,1,-11.38,1.50%,0.15%,1,0.15%,1,
010105,景顺长城消费精选混合C,JSCCXFJXHHC,2021-12-03,0.9760,0.9760,0.93,-0.18,2.07,6.28,-9.49,-1.99,,,-5.93,-2.40,2020-09-24,1,-0.6205,,0.00%,,,,
010104,景顺长城消费精选混合A,JSCCXFJXHHA,2021-12-03,0.9806,0.9806,0.93,-0.18,2.09,6.38,-9.31,-1.60,,,-5.58,-1.94,2020-09-24,1,-0.2201,1.50%,0.15%,1,0.15%,1,
010103,西部利得鑫泓增强债券C,XBLDXHZQZQC,2021-12-03,0.9807,0.9807,0.33,0.85,1.83,1.56,1.74,-1.95,,,-3.04,-1.93,2020-11-19,1,-4.1,0.00%,0.00%,,0.00%,0,
010102,西部利得鑫泓增强债券A,XBLDXHZQZQA,2021-12-03,0.9786,0.9786,0.33,0.86,1.85,1.73,2.02,-2.18,,,-2.40,-2.14,2020-11-19,1,-4.36,0.80%,0.08%,1,0.08%,1,
010098,博远鑫享三个月债券E,BYXXSGYZQE,2021-12-03,1.0978,1.0978,0.21,0.33,1.80,1.82,3.98,9.52,,,7.24,9.78,2020-09-30,1,7.9668,,0.00%,,,,
010097,博远鑫享三个月债券C,BYXXSGYZQC,2021-12-03,1.0925,1.0925,0.20,0.32,1.76,1.71,3.77,9.05,,,6.83,9.25,2020-09-30,1,7.5177,,0.00%,,,,
010096,博远鑫享三个月债券A,BYXXSGYZQA,2021-12-03,1.0978,1.0978,0.21,0.34,1.80,1.82,3.99,9.52,,,7.24,9.78,2020-09-30,1,7.9560,0.80%,0.08%,1,0.08%,1,
010094,交银产业机遇混合,JYCYJYHH,2021-12-03,1.1918,1.1918,1.21,1.15,6.39,3.68,11.96,19.12,,,14.67,19.18,2020-09-24,1,8.7151,1.50%,0.15%,1,0.15%,1,
010093,西部利得港股通新机遇混合C,XBLDGGTXJYHHC,2021-12-03,0.9830,0.9830,0.25,-0.29,-0.07,-9.61,-16.21,-5.01,,,-14.78,-3.37,2020-09-02,1,1.8672,0.00%,0.00%,,0.00%,0,
010092,永赢华嘉信用债A,YYHJXYZA,2021-12-03,1.0622,1.0622,0.08,0.28,1.68,1.74,5.30,,,,,6.22,2021-04-20,1,3.86,0.80%,0.08%,1,0.08%,1,
010091,中信建投医药健康C,ZXJTYYJKC,2021-12-03,1.1849,1.1849,0.49,-2.61,7.23,14.57,-7.06,18.51,,,16.36,18.49,2020-09-24,1,18.1446,,0.00%,,,,
010090,中信建投医药健康A,ZXJTYYJKA,2021-12-03,1.1962,1.1962,0.50,-2.60,7.30,14.80,-6.69,19.45,,,17.22,19.62,2020-09-24,1,19.0747,1.50%,0.15%,1,0.15%,1,
010089,工银优质成长混合C,GYYZCZHHC,2021-12-03,1.0409,1.0409,0.52,0.63,4.35,6.86,-4.73,4.03,,,2.20,4.09,2020-11-24,1,0.68,,0.00%,,,,
010088,工银优质成长混合A,GYYZCZHHA,2021-12-03,1.0494,1.0494,0.52,0.63,4.41,7.06,-4.36,4.87,,,2.95,4.94,2020-11-24,1,1.4,1.50%,0.15%,1,0.15%,1,
010083,中银欣享利率债,ZYXXLLZ,2021-12-03,1.0125,1.0390,-0.02,-0.08,0.34,0.54,1.81,3.79,,,3.05,3.95,2020-10-16,1,3.3001,0.80%,0.08%,1,0.08%,1,
010082,泰康浩泽混合C,TKHZHHC,2021-12-03,1.0115,1.0115,0.26,0.32,1.20,1.47,1.15,,,,,1.15,2021-06-02,1,-0.63,,0.00%,,,,
010081,泰康浩泽混合A,TKHZHHA,2021-12-03,1.0135,1.0135,0.26,0.33,1.23,1.57,1.35,,,,,1.35,2021-06-02,1,-0.48,1.20%,0.12%,1,0.12%,1,
010079,博时恒荣一年混合C,BSHRYNHHC,2021-12-03,1.0556,1.0556,0.57,0.90,-0.07,-0.68,2.71,4,,,2.99,5.56,2020-09-27,1,4.8314,,0.00%,,,,
010078,博时恒荣一年混合A,BSHRYNHHA,2021-12-03,1.0607,1.0607,0.58,0.91,-0.03,-0.56,2.93,4.43,,,3.38,6.07,2020-09-27,1,5.2505,0.80%,0.08%,1,0.08%,1,
010077,湘财长弘灵活配置混合C,XCCHLHPZHHC,2021-12-03,1.2937,1.2937,0.27,1.60,5.01,1.08,21.28,20.55,,,17.68,29.37,2020-09-24,1,19.7817,,0.00%,,,,
